cid,bdate,gen
AW00026165,1962-08-26,Female
AW00026166,1961-09-04,Male
AW00026167,1964-05-17,Female
AW00026168,1982-02-23,Male
AW00026169,1981-08-30,Female
AW00026170,1981-11-01,Male
AW00026171,1981-03-02,Male
AW00026172,1981-02-14,Female
AW00026173,1982-04-01,Female
AW00026174,1985-12-24,Male
AW00026175,1986-02-14,Male
AW00026176,1986-02-13,Male
AW00026177,1986-04-06,Female
AW00026178,1985-10-30,Female
AW00026179,1951-12-08,Female
AW00026180,1983-08-02,Male
AW00026181,1983-08-16,Male
AW00026182,1943-10-08,Female
AW00026183,1982-08-04,Male
AW00026184,1982-08-30,Male
AW00026185,1982-07-21,Female
AW00026186,1950-10-22,Female
AW00026187,1945-11-19,Male
AW00026188,1946-04-07,Male
AW00026189,1945-09-30,Male
AW00026190,1947-02-12,Male
AW00026191,1948-09-07,Male
AW00026192,1949-01-08,Male
AW00026193,1981-07-31,Male
AW00026194,1982-06-10,Male
AW00026195,1981-09-16,Female
AW00026196,1980-11-17,Male
AW00026197,1980-08-30,Male
AW00026198,1979-10-19,Female
AW00026199,1980-04-04,Male
AW00026200,1978-01-29,Male
AW00026201,1979-10-19,Male
AW00026202,1974-02-11,Female
AW00026203,1973-03-18,Female
AW00026204,1976-09-01,Female
AW00026205,1964-06-13,Male
AW00026206,1964-01-02,Male
AW00026207,1963-12-11,Male
AW00026208,1964-02-16,Female
AW00026209,1986-01-24,Female
AW00026210,1986-03-08,Male
AW00026211,1986-02-14,Female
AW00026212,1984-11-03,Female
AW00026213,1983-10-07,Male
AW00026214,1980-02-07,Female
AW00026215,1980-05-01,Male
AW00026216,1983-08-18,Female
AW00026217,1983-11-13,Male
AW00026218,1978-01-29,Male
AW00026219,1979-02-24,Female
AW00026220,1978-11-19,Male
AW00026221,1978-05-06,Female
AW00026222,1978-01-30,Female
AW00026223,1978-01-18,Male
AW00026224,1983-10-16,Male
AW00026225,1983-08-08,Male
AW00026226,1978-05-22,Female
AW00026227,1977-08-03,Male
AW00026228,1978-03-19,Female
AW00026229,1976-10-25,Female
AW00026230,1977-04-30,Female
AW00026231,1982-10-29,Male
AW00026232,1981-01-17,Male
AW00026233,1975-08-08,Female
AW00026234,1981-06-25,Male
AW00026235,1981-02-03,Female
AW00026236,1986-05-01,Female
AW00026237,1979-09-04,Female
AW00026238,1980-03-16,Female
AW00026239,1980-06-04,Female
AW00026240,1979-12-17,Female
AW00026241,1979-09-16,Male
AW00026242,1980-11-18,Female
AW00026243,1972-01-01,Male
AW00026244,1972-01-30,Male
AW00026245,1972-03-03,Male
AW00026246,1972-03-14,Female
AW00026247,1977-05-20,Female
AW00026248,1959-09-07,Male
AW00026249,1960-03-30,Male
AW00026250,1965-05-06,Male
AW00026251,1959-11-08,Male
AW00026252,1960-04-23,Female
AW00026253,1961-01-04,Male
AW00026254,1966-07-09,Male
AW00026255,1966-09-09,Male
AW00026256,1961-01-10,Male
AW00026257,1960-07-24,Male
AW00026258,1966-02-21,Female
AW00026259,1966-02-21,Male
AW00026260,1971-11-13,Male
AW00026261,1961-11-05,Female
AW00026262,1967-06-15,Female
AW00026263,1961-10-18,Female
AW00026264,1962-02-20,Male
AW00026265,1962-04-09,Female
AW00026266,1962-03-22,Male
AW00026267,1961-10-22,Male
AW00026268,1963-02-23,Male
AW00026269,1963-01-03,Female
AW00026270,1962-09-05,Female
AW00026271,1963-03-19,Female
AW00026272,1968-05-14,Female
AW00026273,1973-09-12,Female
AW00026274,1962-10-22,Female
AW00026275,1964-05-27,Male
AW00026276,1963-08-08,Female
AW00026277,1964-05-23,Female
AW00026278,1975-04-03,Male
AW00026279,1970-12-03,Female
AW00026280,1964-10-21,Male
AW00026281,1964-11-21,Male
AW00026282,1977-07-04,Male
AW00026283,1983-10-16,Male
AW00026284,1977-08-22,Male
AW00026285,1978-02-13,Female
AW00026286,1978-06-06,Male
AW00026287,1977-12-29,Male
AW00026288,1978-11-07,Female
AW00026289,1984-02-13,Male
AW00026290,1978-12-30,Male
AW00026291,1977-03-05,Male
AW00026292,1977-02-22,Female
AW00026293,1977-01-05,Male
AW00026294,1977-10-30,Male
AW00026295,1977-07-21,Female
AW00026296,1977-12-21,Female
AW00026297,1983-12-23,Male
AW00026298,1983-01-07,Female
AW00026299,1983-07-24,Male
AW00026300,1977-10-13,Female
AW00026301,1977-07-14,Male
AW00026302,1976-01-09,Male
AW00026303,1981-05-12,Male
AW00026304,1975-12-30,Female
AW00026305,1980-12-08,Female
AW00026306,1980-04-22,Male
AW00026307,1975-02-22,Male
AW00026308,1980-09-13,Female
AW00026309,1980-07-19,Male
AW00026310,1975-03-22,Female
AW00026311,1977-02-17,Female
AW00026312,1976-12-28,Female
AW00026313,1982-10-29,Male
AW00026314,1923-11-16,Male
AW00026315,1980-05-11,Female
AW00026316,1975-04-06,Female
AW00026317,1974-11-15,Female
AW00026318,1979-04-20,Male
AW00026319,1974-05-17,Male
AW00026320,1973-09-18,Female
AW00026321,1979-11-16,Male
AW00026322,1978-09-10,Male
AW00026323,1976-05-06,Male
AW00026324,1976-05-06,Female
AW00026325,1981-10-19,Male
AW00026326,1981-07-02,Male
AW00026327,1975-10-31,Male
AW00026328,1975-10-06,Male
AW00026329,1978-05-17,Female
AW00026330,1972-10-30,Male
AW00026331,1973-03-03,Female
AW00026332,1977-09-22,Male
AW00026333,1971-10-29,Female
AW00026334,1971-10-02,Male
AW00026335,1971-11-06,Female
AW00026336,1972-02-22,Male
AW00026337,1977-05-24,Female
AW00026338,1971-10-07,Female
AW00026339,1972-04-07,Female
AW00026340,1980-03-16,Female
AW00026341,1974-09-19,Female
AW00026342,1980-08-12,Male
AW00026343,1976-09-11,Female
AW00026344,1970-12-24,Female
AW00026345,1971-01-07,Male
AW00026346,1971-03-14,Male
AW00026347,1971-06-01,Male
AW00026348,1970-09-10,Male
AW00026349,1976-04-15,Male
AW00026350,1971-05-02,Female
AW00026351,1970-07-24,Female
AW00026352,1974-02-19,Female
AW00026353,1974-01-20,Female
AW00026354,1973-12-22,Male
AW00026355,1931-02-04,Male
AW00026356,1972-09-07,Male
AW00026357,1973-06-01,Male
AW00026358,1932-02-07,Male
AW00026359,1973-02-17,Male
AW00026360,1978-05-21,Male
AW00026361,1971-08-08,Female
AW00026362,1971-09-15,Female
AW00026363,1972-11-29,Male
AW00026364,1933-08-17,Female
AW00026365,1977-02-16,Male
AW00026366,1972-05-27,Male
AW00026367,1971-08-18,Male
AW00026368,1971-03-04,Male
AW00026369,1971-03-24,Female
AW00026370,1982-03-13,Female
AW00026371,1976-03-01,Female
AW00026372,1969-10-19,Female
AW00026373,1977-12-10,Female
AW00026374,1982-02-24,Male
AW00026375,1976-12-12,Male
AW00026376,1958-07-17,Male
AW00026377,1958-12-03,Female
AW00026378,1963-12-01,Male
AW00026379,1963-12-07,Female
AW00026380,1962-11-16,Male
AW00026381,1968-08-19,Male
AW00026382,1974-05-02,Male
AW00026383,1961-08-15,Male
AW00026384,1962-01-31,Male
AW00026385,1961-12-26,Male
AW00026386,1961-10-18,Female
AW00026387,1962-06-21,Male
AW00026388,1961-02-22,Male
AW00026389,1966-02-13,Female
AW00026390,1960-07-15,Male
AW00026391,1955-09-22,Female
AW00026392,1949-08-13,Female
AW00026393,1955-08-04,Male
AW00026394,1951-02-02,Female
AW00026395,1950-07-20,Female
AW00026396,1950-11-16,Male
AW00026397,1951-02-05,Male
AW00026398,1950-12-08,Male
AW00026399,1951-12-23,Male
AW00026400,1958-09-16,Female
AW00026401,1960-05-11,Female
AW00026402,1959-03-07,Female
AW00026403,1964-06-21,Male
AW00026404,1959-01-03,Female
AW00026405,1963-04-23,Female
AW00026406,1957-08-25,Female
AW00026407,1963-04-14,Female
AW00026408,1956-11-30,Female
AW00026409,1957-01-30,Female
AW00026410,1961-05-06,Male
AW00026411,1956-05-05,Male
AW00026412,1960-09-11,Female
AW00026413,1955-03-13,Female
AW00026414,1960-09-01,Male
AW00026415,1953-10-15,Female
AW00026416,1954-02-07,Female
AW00026417,1954-06-19,Male
AW00026418,1958-08-06,Male
AW00026419,1952-10-21,Male
AW00026420,1953-03-31,Male
AW00026421,1980-10-03,Female
AW00026422,1981-03-02,Male
AW00026423,1981-05-04,Male
AW00026424,1981-10-31,Female
AW00026425,1982-05-12,Female
AW00026426,1981-12-13,Female
AW00026427,1982-06-27,Female
AW00026428,1982-05-22,Male
AW00026429,1982-04-25,Male
AW00026430,1981-05-09,Female
AW00026431,1980-02-13,Male
AW00026432,1981-05-20,Female
AW00026433,1981-01-23,Male
AW00026434,1980-02-20,Female
AW00026435,1984-10-02,Female
AW00026436,1979-06-25,Female
AW00026437,1978-12-17,Female
AW00026438,1978-10-19,Female
AW00026439,1977-09-02,Male
AW00026440,1983-01-10,Male
AW00026441,1976-09-08,Male
AW00026442,1977-07-06,Female
AW00026443,1977-01-22,Female
AW00026444,1976-04-03,Female
AW00026445,1976-03-05,Male
AW00026446,1975-09-06,Male
AW00026447,1976-10-17,Male
AW00026448,1954-06-25,Female
AW00026449,1959-03-08,Male
AW00026450,1958-12-24,Female
AW00026451,1948-08-09,Female
AW00026452,1942-10-15,Male
AW00026453,1942-09-14,Male
AW00026454,1948-11-22,Male
AW00026455,1944-12-14,Male
AW00026456,1944-10-02,Male
AW00026457,1945-02-09,Female
AW00026458,1944-12-31,Male
AW00026459,1945-02-16,Female
AW00026460,1945-09-06,Female
AW00026461,1946-05-24,Female
AW00026462,1951-02-17,Female
AW00026463,1946-04-02,Female
AW00026464,1947-05-04,Female
AW00026465,1952-06-01,Female
AW00026466,1946-09-22,Male
AW00026467,1947-02-19,Female
AW00026468,1946-11-11,Female
AW00026469,1947-05-06,Female
AW00026470,1947-05-18,Male
AW00026471,1953-02-09,Male
AW00026472,1947-09-05,Male
AW00026473,1947-10-17,Female
AW00026474,1948-07-18,Female
AW00026475,1950-04-02,Female
AW00026476,1950-02-19,Male
AW00026477,1958-04-03,Male
AW00026478,1953-04-24,Female
AW00026479,1952-08-08,Female
AW00026480,1956-06-18,Female
AW00026481,1951-04-02,Male
AW00026482,1950-11-14,Female
AW00026483,1950-09-16,Female
AW00026484,1951-10-01,Male
AW00026485,1951-12-05,Male
AW00026486,1957-06-30,Female
AW00026487,1951-10-16,Male
AW00026488,1953-04-11,Female
AW00026489,1952-10-08,Male
AW00026490,1963-08-19,Male
AW00026491,1953-05-18,Female
AW00026492,1952-08-24,Male
AW00026493,1953-03-03,Male
AW00026494,1958-02-18,Male
AW00026495,1954-06-15,Female
AW00026496,1954-05-08,Female
AW00026497,1954-01-03,Female
AW00026498,1954-04-25,Male
AW00026499,1953-08-17,Female
AW00026500,1959-03-19,Male
AW00026501,1953-08-02,Female
AW00026502,1953-10-30,Female
AW00026503,1960-01-31,Male
AW00026504,1955-02-17,Female
AW00026505,1960-08-13,Female
AW00026506,1955-01-14,Female
AW00026507,1960-01-30,Female
AW00026508,1955-01-11,Male
AW00026509,1954-09-02,Male
AW00026510,1954-09-15,Male
AW00026511,1955-02-04,Male
AW00026512,1961-01-28,Female
AW00026513,1955-08-03,Female
AW00026514,1955-10-13,Male
AW00026515,1961-09-12,Female
AW00026516,1956-03-06,Female
AW00026517,1955-08-07,Female
AW00026518,1955-12-14,Male
AW00026519,1955-07-02,Female
AW00026520,1957-04-22,Female
AW00026521,1956-11-28,Male
AW00026522,1962-09-23,Male
AW00026523,1962-11-12,Female
AW00026524,1956-11-01,Male
AW00026525,1963-04-23,Male
AW00026526,1958-02-15,Male
AW00026527,1963-09-06,Male
AW00026528,1958-11-01,Male
AW00026529,1975-04-04,Female
AW00026530,1974-09-10,Female
AW00026531,1974-10-06,Male
AW00026532,1974-03-12,Female
AW00026533,1974-01-25,Male
AW00026534,1979-02-07,Male
AW00026535,1979-12-23,Female
AW00026536,1978-10-01,Female
AW00026537,1972-10-12,Male
AW00026538,1979-11-15,Male
AW00026539,1973-10-23,Female
AW00026540,1979-10-19,Female
AW00026541,1984-11-01,Female
AW00026542,1983-09-22,Male
AW00026543,1952-07-20,Female
AW00026544,1983-09-21,Female
AW00026545,1983-07-08,Female
AW00026546,1983-12-24,Male
AW00026547,1951-11-06,Female
AW00026548,1952-11-07,Male
AW00026549,1959-08-12,Male
AW00026550,1983-04-27,Male
AW00026551,1983-03-20,Male
AW00026552,1982-09-09,Female
AW00026553,1982-11-07,Female
AW00026554,1982-11-13,Male
AW00026555,1982-12-11,Male
AW00026556,1981-11-01,Male
AW00026557,1982-01-10,Female
AW00026558,1955-02-22,Female
AW00026559,1954-11-13,Male
AW00026560,1962-05-31,Female
AW00026561,1962-05-02,Female
AW00026562,1958-07-24,Male
AW00026563,1958-07-24,Male
AW00026564,1960-03-25,Male
AW00026565,1959-11-17,Male
AW00026566,1965-03-19,Female
AW00026567,1966-10-03,Female
AW00026568,1966-08-07,Female
AW00026569,1961-02-05,Female
AW00026570,1960-11-07,Male
AW00026571,1960-08-15,Female
AW00026572,1981-05-18,Female
AW00026573,1980-11-14,Female
AW00026574,1981-03-25,Male
AW00026575,1981-01-04,Female
AW00026576,1980-07-09,Female
AW00026577,1980-08-01,Female
AW00026578,1981-04-23,Male
AW00026579,1979-11-19,Male
AW00026580,1980-01-14,Female
AW00026581,1979-05-22,Female
AW00026582,1978-08-31,Male
AW00026583,1982-02-10,Male
AW00026584,1981-08-23,Male
AW00026585,1962-01-12,Male
AW00026586,1982-01-09,Female
AW00026587,1962-09-05,Male
AW00026588,1963-03-21,Male
AW00026589,1974-01-29,Female
AW00026590,1964-05-30,Male
AW00026591,1969-08-01,Female
AW00026592,1975-10-31,Female
AW00026593,1971-09-15,Male
AW00026594,1968-08-02,Female
AW00026595,1962-10-03,Female
AW00026596,1969-11-30,Male
AW00026597,1969-07-04,Female
AW00026598,1969-08-30,Male
AW00026599,1969-07-13,Female
AW00026600,1970-01-19,Female
AW00026601,1975-06-21,Male
AW00026602,1969-04-02,Male
AW00026603,1968-09-30,Female
AW00026604,1974-05-07,Female
AW00026605,1968-08-26,Male
AW00026606,1974-11-29,Female
AW00026607,1969-01-07,Female
AW00026608,1980-01-10,Male
AW00026609,1978-10-05,Female
AW00026610,1968-05-08,Female
AW00026611,1967-10-17,Female
AW00026612,1966-09-01,Female
AW00026613,1966-12-23,Female
AW00026614,1966-12-03,Male
AW00026615,1966-10-04,Male
AW00026616,1976-09-11,Male
AW00026617,1966-04-10,Male
AW00026618,1965-08-17,Female
AW00026619,1965-09-23,Male
AW00026620,1978-05-17,Female
AW00026621,1972-11-18,Female
AW00026622,1973-03-04,Female
AW00026623,1972-08-10,Female
AW00026624,1972-11-02,Female
AW00026625,1978-12-15,Female
AW00026626,1972-09-21,Male
AW00026627,1973-02-03,Male
AW00026628,1932-10-31,Male
AW00026629,1965-08-05,Female
AW00026630,1965-09-12,Female
AW00026631,1965-08-29,Male
AW00026632,1971-12-21,Female
AW00026633,1966-05-08,Female
AW00026634,1971-05-09,Male
AW00026635,1964-11-10,Female
AW00026636,1964-11-14,Male
AW00026637,1964-09-23,Male
AW00026638,1964-12-21,Female
AW00026639,1964-08-14,Female
AW00026640,1965-02-01,Male
AW00026641,1965-02-01,Male
AW00026642,1963-12-16,Female
AW00026643,1964-04-11,Male
AW00026644,1969-04-17,Female
AW00026645,1964-02-19,Female
AW00026646,1980-10-14,Female
AW00026647,1969-03-24,Female
AW00026648,1975-04-19,Female
AW00026649,1975-04-03,Female
AW00026650,1963-11-25,Male
AW00026651,1986-03-14,Male
AW00026652,1986-03-10,Male
AW00026653,1986-03-10,Female
AW00026654,1975-01-23,Female
AW00026655,1975-02-22,Male
AW00026656,1974-08-26,Female
AW00026657,1980-03-03,Male
AW00026658,1974-11-30,Male
AW00026659,1976-02-19,Female
AW00026660,1973-08-21,Male
AW00026661,1973-10-17,Female
AW00026662,1974-03-13,Female
AW00026663,1972-12-21,Female
AW00026664,1973-05-20,Female
AW00026665,1973-04-25,Male
AW00026666,1974-09-08,Female
AW00026667,1975-05-19,Female
AW00026668,1972-12-21,Female
AW00026669,1972-10-31,Male
AW00026670,1973-04-04,Male
AW00026671,1973-02-24,Male
AW00026672,1977-08-03,Female
AW00026673,1971-11-01,Male
AW00026674,1959-03-15,Female
AW00026675,1962-09-21,Female
AW00026676,1963-01-16,Female
AW00026677,1962-05-06,Male
AW00026678,1962-05-20,Female
AW00026679,1961-06-30,Male
AW00026680,1967-11-09,Female
AW00026681,1961-10-01,Male
AW00026682,1970-08-01,Male
AW00026683,1976-01-31,Female
AW00026684,1971-05-22,Male
AW00026685,1981-12-15,Male
AW00026686,1975-04-12,Male
AW00026687,1970-04-09,Male
AW00026688,1975-03-22,Female
AW00026689,1969-11-16,Male
AW00026690,1970-03-11,Female
AW00026691,1970-06-05,Female
AW00026692,1972-11-10,Female
AW00026693,1967-10-13,Male
AW00026694,1961-12-18,Male
AW00026695,1962-03-14,Female
AW00026696,1961-04-13,Female
AW00026697,1985-01-06,Male
AW00026698,1969-04-02,Female
AW00026699,1973-10-06,Female
AW00026700,1973-11-29,Female
AW00026701,1973-03-07,Female
AW00026702,1973-03-31,Female
AW00026703,1968-02-17,Male
AW00026704,1973-09-07,Male
AW00026705,1973-02-17,Male
AW00026706,1966-07-16,Female
AW00026707,1977-10-20,Female
AW00026708,1967-05-19,Female
AW00026709,1961-01-08,Female
AW00026710,1961-05-24,Female
AW00026711,1961-01-21,Female
AW00026712,1965-03-02,Female
AW00026713,1959-09-23,Female
AW00026714,1959-08-22,Female
AW00026715,1959-12-11,Female
AW00026716,1941-05-19,Female
AW00026717,1946-02-23,Male
AW00026718,1947-05-10,Male
AW00026719,1965-08-24,Female
AW00026720,1965-11-04,Male
AW00026721,1966-03-20,Female
AW00026722,1971-10-05,Female
AW00026723,1971-08-29,Male
AW00026724,1960-03-21,Female
AW00026725,1959-11-03,Female
AW00026726,1959-10-12,Female
AW00026727,1959-12-14,Male
AW00026728,1964-01-30,Male
AW00026729,1958-07-12,Male
AW00026730,1957-10-25,Female
AW00026731,1957-10-08,Male
AW00026732,1963-08-09,Male
AW00026733,1962-09-19,Male
AW00026734,1962-02-12,Female
AW00026735,1956-08-13,Female
AW00026736,1955-03-23,Female
AW00026737,1955-03-23,Female
AW00026738,1971-05-03,Female
AW00026739,1969-11-09,Male
AW00026740,1974-11-17,Male
AW00026741,1973-02-14,Female
AW00026742,1932-09-05,Male
AW00026743,1967-10-12,Male
AW00026744,1973-08-08,Male
AW00026745,1968-05-19,Female
AW00026746,1972-02-01,Female
AW00026747,1972-01-02,Female
AW00026748,1971-09-15,Female
AW00026749,1972-03-03,Male
AW00026750,1965-08-08,Male
AW00026751,1971-07-22,Female
AW00026752,1971-09-15,Male
AW00026753,1971-07-20,Female
AW00026754,1966-04-01,Female
AW00026755,1970-12-01,Male
AW00026756,1971-02-24,Female
AW00026757,1964-09-10,Male
AW00026758,1964-08-29,Male
AW00026759,1968-08-27,Female
AW00026760,1980-04-12,Female
AW00026761,1968-01-01,Female
AW00026762,1967-10-08,Female
AW00026763,1966-08-13,Male
AW00026764,1966-08-09,Male
AW00026765,1966-08-31,Female
AW00026766,1972-09-07,Female
AW00026767,1979-10-18,Female
AW00026768,1963-06-11,Female
AW00026769,1941-11-17,Female
AW00026770,1965-11-19,Female
AW00026771,1965-11-30,Male
AW00026772,1965-08-19,Female
AW00026773,1971-03-14,Female
AW00026774,1979-09-06,Female
AW00026775,1982-04-21,Female
AW00026776,1982-03-25,Female
AW00026777,1986-02-13,Male
AW00026778,1980-12-07,Female
AW00026779,1985-12-10,Female
AW00026780,1985-08-02,Female
AW00026781,1985-06-02,Female
AW00026782,1986-03-25,Male
AW00026783,1985-10-17,Male
AW00026784,1952-04-05,Male
AW00026785,1943-03-14,Male
AW00026786,1983-10-29,Male
AW00026787,1984-03-03,Male
AW00026788,1983-11-08,Female
AW00026789,1984-05-09,Male
AW00026790,1982-08-21,Female
AW00026791,1983-05-04,Male
AW00026792,1982-12-04,Male
AW00026793,1982-09-15,Male
AW00026794,1985-05-25,Female
AW00026795,1946-01-10,Male
AW00026796,1946-09-19,Male
AW00026797,1954-04-18,Male
AW00026798,1981-07-10,Male
AW00026799,1982-03-19,Male
AW00026800,1982-04-06,Female
AW00026801,1982-01-16,Male
AW00026802,1981-05-12,Male
AW00026803,1979-08-07,Male
AW00026804,1980-05-11,Female
AW00026805,1979-04-08,Female
AW00026806,1976-09-16,Male
AW00026807,1976-09-08,Male
AW00026808,1976-01-23,Female
AW00026809,1971-05-04,Female
AW00026810,1976-05-09,Female
AW00026811,1976-09-30,Female
AW00026812,1971-03-08,Male
AW00026813,1971-01-12,Male
AW00026814,1970-10-02,Male
AW00026815,1970-10-31,Female
AW00026816,1973-09-06,Male
AW00026817,1979-10-19,Male
AW00026818,1978-06-12,Male
AW00026819,1972-08-20,Male
AW00026820,1972-10-29,Female
AW00026821,1972-08-20,Female
AW00026822,1972-08-08,Female
AW00026823,1972-10-29,Female
AW00026824,1971-09-03,Female
AW00026825,1977-10-06,Male
AW00026826,1977-07-02,Female
AW00026827,1972-07-17,Female
AW00026828,1984-02-03,Female
AW00026829,1978-09-19,Female
AW00026830,1972-03-21,Male
AW00026831,1971-09-01,Male
AW00026832,1977-01-30,Female
AW00026833,1971-07-13,Male
AW00026834,1971-08-29,Female
AW00026835,1976-01-06,Male
AW00026836,1970-12-08,Male
AW00026837,1970-09-04,Male
AW00026838,1971-06-03,Female
AW00026839,1970-08-18,Male
AW00026840,1976-03-15,Male
AW00026841,1971-02-10,Male
AW00026842,1969-12-23,Female
AW00026843,1934-08-08,Male
AW00026844,1935-11-24,Female
AW00026845,1970-03-26,Male
AW00026846,1970-01-11,Male
AW00026847,1969-07-04,Male
AW00026848,1970-05-17,Female
AW00026849,1968-07-17,Male
AW00026850,1979-12-13,Male
AW00026851,1969-05-19,Female
AW00026852,1968-12-02,Female
AW00026853,1971-07-13,Male
AW00026854,1971-07-13,Male
AW00026855,1971-12-07,Female
AW00026856,1971-05-03,Female
AW00026857,1982-03-12,Male
AW00026858,1970-11-05,Male
AW00026859,1970-01-10,Male
AW00026860,1975-10-24,Female
AW00026861,1969-05-19,Male
AW00026862,1969-01-23,Female
AW00026863,1983-05-08,Male
AW00026864,1984-11-29,Female
AW00026865,1984-08-26,Female
AW00026866,1984-11-11,Female
AW00026867,1969-05-14,Male
AW00026868,1974-08-12,Female
AW00026869,1969-02-01,Male
AW00026870,1974-01-22,Female
AW00026871,1973-08-08,Male
AW00026872,1983-07-20,Male
AW00026873,1982-10-30,Female
AW00026874,1983-05-19,Male
AW00026875,1982-09-06,Male
AW00026876,1983-01-22,Female
AW00026877,1982-08-21,Male
AW00026878,1981-08-15,Female
AW00026879,1981-10-14,Female
AW00026880,1981-08-26,Female
AW00026881,1980-08-10,Female
AW00026882,1981-10-30,Female
AW00026883,1981-12-25,Female
AW00026884,1982-03-09,Female
AW00026885,1981-09-07,Male
AW00026886,1982-05-12,Female
AW00026887,1980-05-22,Female
AW00026888,1979-09-20,Male
AW00026889,1980-01-04,Female
AW00026890,1986-03-08,Male
AW00026891,1980-12-05,Male
AW00026892,1981-03-18,Male
AW00026893,1981-06-22,Female
AW00026894,1978-08-26,Female
AW00026895,1984-09-30,Female
AW00026896,1973-06-20,Female
AW00026897,1968-01-07,Female
AW00026898,1966-12-14,Female
AW00026899,1972-01-04,Female
